Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Fortalecimiento del sistema de inversión pública en colombia, alcance  nacional",,5091064933,,5091064933,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"5,09"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo al desarrollo de proyectos a través del fondo regional para los contratos plan.  nacional,,102418678302,,102418678302,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"102,42"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo técnico para la implementación de las estrategias de la política logística  nacional,,5228612104,,5228612104,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"5,23"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento de las entidades territoriales   nacional,,24101000000,,24101000000,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"24,1"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Mejoramiento de la articulación entre nación - territorio para el desarrollo territorial y la gestión de políticas públicas  nacional,,23300846800,,23300846800,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"23,3"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Implementación del sistema nacional catastral multipropósito desde el dnp alcance  nacional,,7506269947,,7506269947,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"7,51"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento del sistema nacional de evaluación de gestión y resultados.  nacional,,13772000000,,13772000000,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"13,77"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Consolidación de la política nacional de servicio al ciudadano a partir de prácticas  innovadoras en el territorio   nacional,,8246673600,,8246673600,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"8,25"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo a entidades públicas para proyectos de inversión  nacional - distribución previo concepto dnp,,14597941967,,14597941967,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"14,6"
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Ampliación de las capacidades en el diseño y seguimiento de políticas, para el desarrollo sectorial  nacional",,19658152800,,19658152800,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"19,66"
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Servicio de tecnología de información y comunicaciones tic con disponibilidad y cobertura  nacional,,25351982894,,25351982894,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"25,35"
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Fortalecimiento de la planeación y la gestión institucional del dnp a nivel  nacional,,13090286000,,13090286000,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"13,09"
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Adquisición y adecuación de espacios físicos del departamento nacional de planeación   nacional,,53695650800,,53695650800,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,Gestion general,30101,2019,"53,7"
Gastos de personal,Planta de personal permanente,Salario,,5149350800,,5149350800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"5,15"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1777965200,,1777965200,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"1,78"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,666564800,,666564800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"0,67"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5128692800,,5128692800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"5,13"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),12394800,,12394800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"0,01"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5508800,,5508800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"0,01"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,39938800,,39938800,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"0,04"
Fortalecimiento del sistema de compra pública,Intersubsectorial gobierno,Incremento del valor por dinero que obtiene el estado en la compra pública.  nacional,,19280800000,,19280800000,303,Inversión,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Gestion general,30101,2019,"19,28"
Gastos de personal,Planta de personal permanente,Salario,,,21605651320,21605651320,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"21,61"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,8939956080,8939956080,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"8,94"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,2690911080,2690911080,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"2,69"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,5882572080,5882572080,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"5,88"
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,137720000,137720000,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"0,14"
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,63755940788,63755940788,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"63,76"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,,38164949204,38164949204,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"38,16"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,68860000,68860000,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"0,07"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,22035200000,22035200000,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"22,04"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,244039840,244039840,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"0,24"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,271721560,271721560,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"0,27"
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Innovación en el monitoreo de los prestadores de los servicios de energía eléctrica y gas combustible a nivel  nacional,,,2546972747,2546972747,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"2,55"
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Fortalecimiento de los servicios de tic en la superservicios  nacional,,,13772000000,13772000000,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"13,77"
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo del modelo de inspección, vigilancia y control para las organizaciones de recicladores formalizadas como prestadores de la actividad de aprovechamiento  nacional",,,5371080000,5371080000,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"5,37"
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo de un esquema para la vigilancia, inspeccion y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales   nacional",,,4241203514,4241203514,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"4,24"
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Optimización de los procesos y mecanismos de participación ciudadana en servicios públicos domiciliarios a nivel  nacional,,,5921960000,5921960000,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,Gestion general,30101,2019,"5,92"
