Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo al desarrollo de proyectos a través del fondo regional para los contratos plan.  nacional,,102418678301.5528,,102418678301.5528,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo técnico para la implementación de las estrategias de la política logística  nacional,,5228612104.3772,,5228612104.3772,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento de las entidades territoriales   nacional,,24101000000.0,,24101000000.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Mejoramiento de la articulación entre nación - territorio para el desarrollo territorial y la gestión de políticas públicas  nacional,,23300846800.0,,23300846800.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Implementación del sistema nacional catastral multipropósito desde el dnp alcance  nacional,,7506269946.559999,,7506269946.559999,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento del sistema nacional de evaluación de gestión y resultados.  nacional,,13772000000.0,,13772000000.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Consolidación de la política nacional de servicio al ciudadano a partir de prácticas  innovadoras en el territorio   nacional,,8246673600.0,,8246673600.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo a entidades públicas para proyectos de inversión  nacional - distribución previo concepto dnp,,14597941966.8632,,14597941966.8632,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Ampliación de las capacidades en el diseño y seguimiento de políticas, para el desarrollo sectorial  nacional",,19658152800.0,,19658152800.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Servicio de tecnología de información y comunicaciones tic con disponibilidad y cobertura  nacional,,25351982893.6044,,25351982893.6044,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Fortalecimiento de la planeación y la gestión institucional del dnp a nivel  nacional,,13090286000.0,,13090286000.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Adquisición y adecuación de espacios físicos del departamento nacional de planeación   nacional,,53695650800.0,,53695650800.0,301,Inversión,Departamento administrativo nacional de planeación,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Salario,,5149350800.0,,5149350800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1777965200.0,,1777965200.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,666564800.0,,666564800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5128692800.0,,5128692800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),12394800.0,,12394800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5508800.0,,5508800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,39938800.0,,39938800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Fortalecimiento del sistema de compra pública,Intersubsectorial gobierno,Incremento del valor por dinero que obtiene el estado en la compra pública.  nacional,,19280800000.0,,19280800000.0,303,Inversión,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Salario,,,21605651320.0,21605651320.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,8939956080.0,8939956080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,2690911080.0,2690911080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,5882572080.0,5882572080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,137720000.0,137720000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,63755940788.0296,63755940788.0296,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,,38164949204.2808,38164949204.2808,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,68860000.0,68860000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,22035200000.0,22035200000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,244039840.0,244039840.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,271721560.0,271721560.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Innovación en el monitoreo de los prestadores de los servicios de energía eléctrica y gas combustible a nivel  nacional,,,2546972746.56,2546972746.56,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Fortalecimiento de los servicios de tic en la superservicios  nacional,,,13772000000.0,13772000000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo del modelo de inspección, vigilancia y control para las organizaciones de recicladores formalizadas como prestadores de la actividad de aprovechamiento  nacional",,,5371080000.0,5371080000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo de un esquema para la vigilancia, inspeccion y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales   nacional",,,4241203514.4864,4241203514.4864,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Optimización de los procesos y mecanismos de participación ciudadana en servicios públicos domiciliarios a nivel  nacional,,,5921960000.0,5921960000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Mejoramiento integral de la gestión institucional en la superservicios  nacional,,,1722347253.44,1722347253.44,324,Inversión,Superintendencia de servicios públicos domiciliarios,3.0,Planeación,Gestion general,30101,2019
