,Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
118,"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Implementación del sistema nacional catastral multipropósito desde el dnp alcance  nacional,,7506269947,,7506269947.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"7,51"
119,"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento del sistema nacional de evaluación de gestión y resultados.  nacional,,13772000000,,13772000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"13,77"
120,"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Consolidación de la política nacional de servicio al ciudadano a partir de prácticas  innovadoras en el territorio   nacional,,8246673600,,8246673600.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"8,25"
121,"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo a entidades públicas para proyectos de inversión  nacional - distribución previo concepto dnp,,14597941967,,14597941967.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"14,6"
122,"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Ampliación de las capacidades en el diseño y seguimiento de políticas, para el desarrollo sectorial  nacional",,19658152800,,19658152800.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"19,66"
123,Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Servicio de tecnología de información y comunicaciones tic con disponibilidad y cobertura  nacional,,25351982894,,25351982894.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"25,35"
124,Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Fortalecimiento de la planeación y la gestión institucional del dnp a nivel  nacional,,13090286000,,13090286000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"13,09"
125,Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Adquisición y adecuación de espacios físicos del departamento nacional de planeación   nacional,,53695650800,,53695650800.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,2019,"53,7"
126,Gastos de personal,Planta de personal permanente,Salario,,5149350800,,5149350800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"5,15"
127,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1777965200,,1777965200.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"1,78"
128,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,666564800,,666564800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"0,67"
129,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,5128692800,,5128692800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"5,13"
130,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),12394800,,12394800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"0,01"
131,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,5508800,,5508800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"0,01"
132,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,39938800,,39938800.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"0,04"
133,Fortalecimiento del sistema de compra pública,Intersubsectorial gobierno,Incremento del valor por dinero que obtiene el estado en la compra pública.  nacional,,19280800000,,19280800000.0,303,Inversión,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,2019,"19,28"
134,Gastos de personal,Planta de personal permanente,Salario,,,21605651320,21605651320.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"21,61"
135,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,8939956080,8939956080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"8,94"
136,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,2690911080,2690911080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"2,69"
137,Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,5882572080,5882572080.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"5,88"
138,Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,137720000,137720000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"0,14"
139,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,63755940788,63755940788.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"63,76"
140,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,,38164949204,38164949204.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"38,16"
141,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,68860000,68860000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"0,07"
142,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,22035200000,22035200000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"22,04"
143,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,244039840,244039840.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"0,24"
144,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,271721560,271721560.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"0,27"
145,Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Innovación en el monitoreo de los prestadores de los servicios de energía eléctrica y gas combustible a nivel  nacional,,,2546972747,2546972747.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"2,55"
146,Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Fortalecimiento de los servicios de tic en la superservicios  nacional,,,13772000000,13772000000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"13,77"
147,Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo del modelo de inspección, vigilancia y control para las organizaciones de recicladores formalizadas como prestadores de la actividad de aprovechamiento  nacional",,,5371080000,5371080000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"5,37"
148,Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo de un esquema para la vigilancia, inspeccion y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales   nacional",,,4241203514,4241203514.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"4,24"
149,Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Optimización de los procesos y mecanismos de participación ciudadana en servicios públicos domiciliarios a nivel  nacional,,,5921960000,5921960000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"5,92"
150,Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Mejoramiento integral de la gestión institucional en la superservicios  nacional,,,1722347253,1722347253.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,2019,"1,72"
151,Gastos de personal,Planta de personal permanente,Salario,,84409965200,,84409965200.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"84,41"
152,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,29038262000,,29038262000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"29,04"
153,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5003367600,,5003367600.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,5
154,Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,9579803200,,9579803200.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"9,58"
155,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,897934400,,897934400.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"0,9"
156,Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),64728400,,64728400.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"0,06"
157,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,356694800,,356694800.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"0,36"
158,Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,152869200,,152869200.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"0,15"
159,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,727161600,,727161600.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"0,73"
160,Levantamiento y actualización de información estadística de calidad,Planificación y estadística,Levantamiento y actualización de la  información estadística de carácter sociodemográfico a nivel local y  nacional,,19688552982,,19688552982.0,401,Inversión,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,2019,"19,69"
